folder,pdf_id,ref_link,pdf_url
235,845,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/845,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/845/filename/folder_0235.pdf/mapsto/pdf/type/singleitem/folder_0235.pdf
236,817,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/817,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/817/filename/folder_0236.pdf/mapsto/pdf/type/singleitem/folder_0236.pdf
237,843,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/843,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/843/filename/folder_0237.pdf/mapsto/pdf/type/singleitem/folder_0237.pdf
238,802,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/802,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/802/filename/folder_0238.pdf/mapsto/pdf/type/singleitem/folder_0238.pdf
239,855,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/855,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/855/filename/folder_0239.pdf/mapsto/pdf/type/singleitem/folder_0239.pdf
240,807,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/807,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/807/filename/folder_0240.pdf/mapsto/pdf/type/singleitem/folder_0240.pdf
241,851,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/851,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/851/filename/folder_0241.pdf/mapsto/pdf/type/singleitem/folder_0241.pdf
242,788,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/788,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/788/filename/folder_0242.pdf/mapsto/pdf/type/singleitem/folder_0242.pdf
243,792,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/792,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/792/filename/folder_0243.pdf/mapsto/pdf/type/singleitem/folder_0243.pdf
244,816,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/816,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/816/filename/folder_0244.pdf/mapsto/pdf/type/singleitem/folder_0244.pdf
245,854,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/854,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/854/filename/folder_0245.pdf/mapsto/pdf/type/singleitem/folder_0245.pdf
246,783,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/783,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/783/filename/folder_0246.pdf/mapsto/pdf/type/singleitem/folder_0246.pdf
247,790,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/790,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/790/filename/folder_0247.pdf/mapsto/pdf/type/singleitem/folder_0247.pdf
248,779,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/779,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/779/filename/folder_0248.pdf/mapsto/pdf/type/singleitem/folder_0248.pdf
249,819,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/819,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/819/filename/folder_0249.pdf/mapsto/pdf/type/singleitem/folder_0249.pdf
250,785,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/785,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/785/filename/folder_0250.pdf/mapsto/pdf/type/singleitem/folder_0250.pdf
251,838,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/838,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/838/filename/folder_0251.pdf/mapsto/pdf/type/singleitem/folder_0251.pdf
252,717,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/717,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/717/filename/folder_0252.pdf/mapsto/pdf/type/singleitem/folder_0252.pdf
253,700,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/700,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/700/filename/folder_0253.pdf/mapsto/pdf/type/singleitem/folder_0253.pdf
254,738,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/738,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/738/filename/folder_0254.pdf/mapsto/pdf/type/singleitem/folder_0254.pdf
255,742,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/742,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/742/filename/folder_0255.pdf/mapsto/pdf/type/singleitem/folder_0255.pdf
256,725,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/725,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/725/filename/folder_0256.pdf/mapsto/pdf/type/singleitem/folder_0256.pdf
257,744,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/744,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/744/filename/folder_0257.pdf/mapsto/pdf/type/singleitem/folder_0257.pdf
258,731,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/731,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/731/filename/folder_0258.pdf/mapsto/pdf/type/singleitem/folder_0258.pdf
259,685,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/685,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/685/filename/folder_0259.pdf/mapsto/pdf/type/singleitem/folder_0259.pdf
260,701,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/701,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/701/filename/folder_0260.pdf/mapsto/pdf/type/singleitem/folder_0260.pdf
261,715,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/715,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/715/filename/folder_0261.pdf/mapsto/pdf/type/singleitem/folder_0261.pdf
262,674,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/674,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/674/filename/folder_0262.pdf/mapsto/pdf/type/singleitem/folder_0262.pdf
263,718,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/718,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/718/filename/folder_0263.pdf/mapsto/pdf/type/singleitem/folder_0263.pdf
264,770,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/770,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/770/filename/folder_0264.pdf/mapsto/pdf/type/singleitem/folder_0264.pdf
265,665,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/665,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/665/filename/folder_0265.pdf/mapsto/pdf/type/singleitem/folder_0265.pdf
266,711,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/711,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/711/filename/folder_0266.pdf/mapsto/pdf/type/singleitem/folder_0266.pdf
267,691,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/691,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/691/filename/folder_0267.pdf/mapsto/pdf/type/singleitem/folder_0267.pdf
268,776,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/776,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/776/filename/folder_0268.pdf/mapsto/pdf/type/singleitem/folder_0268.pdf
269,703,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/703,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/703/filename/folder_0269.pdf/mapsto/pdf/type/singleitem/folder_0269.pdf
270,680,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/680,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/680/filename/folder_0270.pdf/mapsto/pdf/type/singleitem/folder_0270.pdf
271,673,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/673,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/673/filename/folder_0271.pdf/mapsto/pdf/type/singleitem/folder_0271.pdf
272,752,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/752,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/752/filename/folder_0272.pdf/mapsto/pdf/type/singleitem/folder_0272.pdf
273,713,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/713,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/713/filename/folder_0273.pdf/mapsto/pdf/type/singleitem/folder_0273.pdf
274,777,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/777,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/777/filename/folder_0274.pdf/mapsto/pdf/type/singleitem/folder_0274.pdf
275,699,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/699,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/699/filename/folder_0275.pdf/mapsto/pdf/type/singleitem/folder_0275.pdf
276,669,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/669,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/669/filename/folder_0276.pdf/mapsto/pdf/type/singleitem/folder_0276.pdf
277,682,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/682,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/682/filename/folder_0277.pdf/mapsto/pdf/type/singleitem/folder_0277.pdf
278,676,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/676,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/676/filename/folder_0278.pdf/mapsto/pdf/type/singleitem/folder_0278.pdf
279,766,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/766,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/766/filename/folder_0279.pdf/mapsto/pdf/type/singleitem/folder_0279.pdf
280,757,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/757,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/757/filename/folder_0280.pdf/mapsto/pdf/type/singleitem/folder_0280.pdf
281,756,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/756,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/756/filename/folder_0281.pdf/mapsto/pdf/type/singleitem/folder_0281.pdf
282,690,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/690,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/690/filename/folder_0282.pdf/mapsto/pdf/type/singleitem/folder_0282.pdf
283,704,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/704,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/704/filename/folder_0283.pdf/mapsto/pdf/type/singleitem/folder_0283.pdf
284,755,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/755,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/755/filename/folder_0284.pdf/mapsto/pdf/type/singleitem/folder_0284.pdf
285,763,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/763,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/763/filename/folder_0285.pdf/mapsto/pdf/type/singleitem/folder_0285.pdf
286,668,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/668,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/668/filename/folder_0286.pdf/mapsto/pdf/type/singleitem/folder_0286.pdf
287,672,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/672,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/672/filename/folder_0287.pdf/mapsto/pdf/type/singleitem/folder_0287.pdf
288,722,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/722,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/722/filename/folder_0288.pdf/mapsto/pdf/type/singleitem/folder_0288.pdf
289,745,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/745,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/745/filename/folder_0289.pdf/mapsto/pdf/type/singleitem/folder_0289.pdf
290,694,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/694,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/694/filename/folder_0290.pdf/mapsto/pdf/type/singleitem/folder_0290.pdf
291,705,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/705,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/705/filename/folder_0291.pdf/mapsto/pdf/type/singleitem/folder_0291.pdf
292,754,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/754,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/754/filename/folder_0292.pdf/mapsto/pdf/type/singleitem/folder_0292.pdf
293,681,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/681,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/681/filename/folder_0293.pdf/mapsto/pdf/type/singleitem/folder_0293.pdf
294,746,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/746,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/746/filename/folder_0294.pdf/mapsto/pdf/type/singleitem/folder_0294.pdf
295,734,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/734,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/734/filename/folder_0295.pdf/mapsto/pdf/type/singleitem/folder_0295.pdf
296,675,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/675,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/675/filename/folder_0296.pdf/mapsto/pdf/type/singleitem/folder_0296.pdf
297,736,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/736,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/736/filename/folder_0297.pdf/mapsto/pdf/type/singleitem/folder_0297.pdf
298,728,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/728,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/728/filename/folder_0298.pdf/mapsto/pdf/type/singleitem/folder_0298.pdf
299,764,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/764,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/764/filename/folder_0299.pdf/mapsto/pdf/type/singleitem/folder_0299.pdf
300,679,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/679,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/679/filename/folder_0300.pdf/mapsto/pdf/type/singleitem/folder_0300.pdf
301,740,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/740,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/740/filename/folder_0301.pdf/mapsto/pdf/type/singleitem/folder_0301.pdf
302,687,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/687,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/687/filename/folder_0302.pdf/mapsto/pdf/type/singleitem/folder_0302.pdf
303,702,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/702,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/702/filename/folder_0303.pdf/mapsto/pdf/type/singleitem/folder_0303.pdf
304,748,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/748,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/748/filename/folder_0304.pdf/mapsto/pdf/type/singleitem/folder_0304.pdf
305,765,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/765,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/765/filename/folder_0305.pdf/mapsto/pdf/type/singleitem/folder_0305.pdf
306,671,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/671,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/671/filename/folder_0306.pdf/mapsto/pdf/type/singleitem/folder_0306.pdf
307,767,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/767,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/767/filename/folder_0307.pdf/mapsto/pdf/type/singleitem/folder_0307.pdf
308,727,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/727,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/727/filename/folder_0308.pdf/mapsto/pdf/type/singleitem/folder_0308.pdf
309,689,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/689,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/689/filename/folder_0309.pdf/mapsto/pdf/type/singleitem/folder_0309.pdf
310,749,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/749,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/749/filename/folder_0310.pdf/mapsto/pdf/type/singleitem/folder_0310.pdf
311,743,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/743,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/743/filename/folder_0311.pdf/mapsto/pdf/type/singleitem/folder_0311.pdf
312,697,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/697,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/697/filename/folder_0312.pdf/mapsto/pdf/type/singleitem/folder_0312.pdf
313,775,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/775,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/775/filename/folder_0313.pdf/mapsto/pdf/type/singleitem/folder_0313.pdf
314,753,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/753,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/753/filename/folder_0314.pdf/mapsto/pdf/type/singleitem/folder_0314.pdf
315,706,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/706,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/706/filename/folder_0315.pdf/mapsto/pdf/type/singleitem/folder_0315.pdf
316,750,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/750,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/750/filename/folder_0316.pdf/mapsto/pdf/type/singleitem/folder_0316.pdf
317,729,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/729,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/729/filename/folder_0317.pdf/mapsto/pdf/type/singleitem/folder_0317.pdf
318,686,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/686,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/686/filename/folder_0318.pdf/mapsto/pdf/type/singleitem/folder_0318.pdf
319,678,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/678,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/678/filename/folder_0319.pdf/mapsto/pdf/type/singleitem/folder_0319.pdf
320,670,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/670,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/670/filename/folder_0320.pdf/mapsto/pdf/type/singleitem/folder_0320.pdf
321,739,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/739,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/739/filename/folder_0321.pdf/mapsto/pdf/type/singleitem/folder_0321.pdf
322,716,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/716,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/716/filename/folder_0322.pdf/mapsto/pdf/type/singleitem/folder_0322.pdf
323,708,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/708,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/708/filename/folder_0323.pdf/mapsto/pdf/type/singleitem/folder_0323.pdf
324,666,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/666,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/666/filename/folder_0324.pdf/mapsto/pdf/type/singleitem/folder_0324.pdf
325,710,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/710,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/710/filename/folder_0325.pdf/mapsto/pdf/type/singleitem/folder_0325.pdf
326,712,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/712,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/712/filename/folder_0326.pdf/mapsto/pdf/type/singleitem/folder_0326.pdf
327,774,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/774,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/774/filename/folder_0327.pdf/mapsto/pdf/type/singleitem/folder_0327.pdf
328,719,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/719,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/719/filename/folder_0328.pdf/mapsto/pdf/type/singleitem/folder_0328.pdf
329,688,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/688,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/688/filename/folder_0329.pdf/mapsto/pdf/type/singleitem/folder_0329.pdf
330,741,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/741,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/741/filename/folder_0330.pdf/mapsto/pdf/type/singleitem/folder_0330.pdf
331,769,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/769,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/769/filename/folder_0331.pdf/mapsto/pdf/type/singleitem/folder_0331.pdf
332,758,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/758,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/758/filename/folder_0332.pdf/mapsto/pdf/type/singleitem/folder_0332.pdf
333,730,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/730,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/730/filename/folder_0333.pdf/mapsto/pdf/type/singleitem/folder_0333.pdf
334,751,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/751,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/751/filename/folder_0334.pdf/mapsto/pdf/type/singleitem/folder_0334.pdf
335,693,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/693,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/693/filename/folder_0335.pdf/mapsto/pdf/type/singleitem/folder_0335.pdf
336,726,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/726,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/726/filename/folder_0336.pdf/mapsto/pdf/type/singleitem/folder_0336.pdf
337,737,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/737,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/737/filename/folder_0337.pdf/mapsto/pdf/type/singleitem/folder_0337.pdf
338,695,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/695,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/695/filename/folder_0338.pdf/mapsto/pdf/type/singleitem/folder_0338.pdf
339,771,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/771,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/771/filename/folder_0339.pdf/mapsto/pdf/type/singleitem/folder_0339.pdf
340,667,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/667,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/667/filename/folder_0340.pdf/mapsto/pdf/type/singleitem/folder_0340.pdf
341,724,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/724,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/724/filename/folder_0341.pdf/mapsto/pdf/type/singleitem/folder_0341.pdf
342,732,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/732,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/732/filename/folder_0342.pdf/mapsto/pdf/type/singleitem/folder_0342.pdf
343,759,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/759,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/759/filename/folder_0343.pdf/mapsto/pdf/type/singleitem/folder_0343.pdf
344,720,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/720,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/720/filename/folder_0344.pdf/mapsto/pdf/type/singleitem/folder_0344.pdf
345,698,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/698,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/698/filename/folder_0345.pdf/mapsto/pdf/type/singleitem/folder_0345.pdf
346,733,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/733,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/733/filename/folder_0346.pdf/mapsto/pdf/type/singleitem/folder_0346.pdf
347,772,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/772,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/772/filename/folder_0347.pdf/mapsto/pdf/type/singleitem/folder_0347.pdf
348,709,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/709,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/709/filename/folder_0348.pdf/mapsto/pdf/type/singleitem/folder_0348.pdf
349,762,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/762,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/762/filename/folder_0349.pdf/mapsto/pdf/type/singleitem/folder_0349.pdf
350,760,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/760,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/760/filename/folder_0350.pdf/mapsto/pdf/type/singleitem/folder_0350.pdf
351,677,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/677,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/677/filename/folder_0351.pdf/mapsto/pdf/type/singleitem/folder_0351.pdf
352,735,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/735,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/735/filename/folder_0352.pdf/mapsto/pdf/type/singleitem/folder_0352.pdf
353,684,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/684,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/684/filename/folder_0353.pdf/mapsto/pdf/type/singleitem/folder_0353.pdf
354,721,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/721,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/721/filename/folder_0354.pdf/mapsto/pdf/type/singleitem/folder_0354.pdf
355,707,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/707,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/707/filename/folder_0355.pdf/mapsto/pdf/type/singleitem/folder_0355.pdf
356,747,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/747,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/747/filename/folder_0356.pdf/mapsto/pdf/type/singleitem/folder_0356.pdf
357,723,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/723,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/723/filename/folder_0357.pdf/mapsto/pdf/type/singleitem/folder_0357.pdf
358,692,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/692,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/692/filename/folder_0358.pdf/mapsto/pdf/type/singleitem/folder_0358.pdf
359,696,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/696,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/696/filename/folder_0359.pdf/mapsto/pdf/type/singleitem/folder_0359.pdf
360,773,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/773,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/773/filename/folder_0360.pdf/mapsto/pdf/type/singleitem/folder_0360.pdf
361,683,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/683,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/683/filename/folder_0361.pdf/mapsto/pdf/type/singleitem/folder_0361.pdf
362,714,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/714,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/714/filename/folder_0362.pdf/mapsto/pdf/type/singleitem/folder_0362.pdf
