id,writer
interview_0792_001,Muriel L. Wolff
interview_0793_001,Muriel L. Wolff
interview_0794_001,Muriel L. Wolff
interview_0795_001,Muriel L. Wolff
interview_0796_001,Muriel L. Wolff
interview_0797_001,Muriel L. Wolff
interview_0798_001,Muriel L. Wolff
interview_0799_001,Muriel L. Wolff
interview_0800_001,Muriel L. Wolff
interview_0801_001,Muriel L. Wolff
interview_0802_001,Muriel L. Wolff
interview_0803_001,Muriel L. Wolff
interview_0804_001,Muriel L. Wolff
interview_0805_001,Muriel L. Wolff
interview_0806_001,Muriel L. Wolff
interview_0812_001,Ned DeWitt
interview_0813_001,Ned DeWitt
interview_0814_001,Daniel M. Garrison
interview_0815_001,Daniel M. Garrison
interview_0816_001,Daniel M. Garrison
interview_0817_001,Jim Thompson
interview_0818_001,Ned DeWitt
interview_0819_001,Ned DeWitt
interview_0820_001,Ned DeWitt
interview_0821_001,Ned DeWitt
interview_0822_001,Ned DeWitt
interview_0823_001,Welborn Hope
interview_0824_001,Welborn Hope
interview_0825_001,Ned DeWitt
interview_0826_001,Daniel M. Garrison
interview_0827_001,F. Donald Atwell
interview_0828_001,F. Donald Atwell
interview_0829_001,F. Donald Atwell
interview_0830_001,F. Donald Atwell
interview_0831_001,L. E. Cogburn
interview_0832_001,L. E. Cogburn
interview_0833_001,L. E. Cogburn
interview_0834_001,Annie Ruth Davis
interview_0835_001,Annie Ruth Davis
interview_0836_001,Annie Ruth Davis
interview_0837_001,Annie Ruth Davis
interview_0838_001,Annie Ruth Davis
interview_0839_001,Annie Ruth Davis
interview_0840_001,Annie Ruth Davis
interview_0841_001,Annie Ruth Davis
interview_0842_001,Annie Ruth Davis
interview_0843_001,Annie Ruth Davis
interview_0844_001,W. W. Dixon
interview_0845_001,W. W. Dixon
interview_0846_001,W. W. Dixon
interview_0847_001,W. W. Dixon
interview_0848_001,W. W. Dixon
interview_0849_001,W. W. Dixon
interview_0850_001,W. W. Dixon
interview_0851_001,W. W. Dixon
interview_0852_001,W. W. Dixon
interview_0853_001,W. W. Dixon
interview_0854_001,W. W. Dixon
interview_0855_001,W. W. Dixon
interview_0856_001,W. W. Dixon
interview_0857_001,John L. Dove
interview_0858_001,John P. Farmer
interview_0859_001,Ruth D. Henderson
interview_0860_001,Mattie T. Jones
interview_0861_001,Mattie T. Jones
interview_0862_001,Mattie T. Jones
interview_0863_001,Mattie T. Jones
interview_0864_001,Mattie T. Jones
interview_0865_001,Mattie T. Jones
interview_0866_001,Mattie T. Jones
interview_0867_001,E. Fronde Kennedy
interview_0868_001,Verner Lea
interview_0869_001,Verner Lea
interview_0870_001,Verner Lea
interview_0871_001,Verner Lea
interview_0872_001,A. W. Long
interview_0873_001,Muriel A. Mann
interview_0874_001,Chlotilde R. Martin
interview_0875_001,Chlotilde R. Martin
interview_0876_001,Chlotilde R. Martin
interview_0877_001,Chlotilde R. Martin
interview_0878_001,Chlotilde R. Martin
interview_0879_001,David A. Matthewes
interview_0880_001,David A. Matthewes
interview_0881_001,Ida L. Moore
interview_0882_001,Ida L. Moore
interview_0883_001,Ida L. Moore
interview_0884_001,Ida L. Moore
interview_0885_001,Ida L. Moore
interview_0886_001,Ida L. Moore
interview_0887_001,Ida L. Moore
interview_0888_001,Chalmers S. Murray
interview_0889_001,Chalmers S. Murray
interview_0890_001,Chalmers S. Murray
interview_0891_001,Chalmers S. Murray
interview_0892_001,Chalmers S. Murray
interview_0893_001,Chalmers S. Murray
interview_0894_001,G. A. M.
interview_0895_001,Stiles M. Scruggs
interview_0896_001,Helen Shuler
interview_0897_001,Helen Shuler
interview_0898_001,Helen Shuler
interview_0899_001,Helen Shuler
interview_0900_001,Caldwell Sims
interview_0901_001,Caldwell Sims
interview_0902_001,Elmer Turnage
interview_0903_001,Elmer Turnage
interview_0904_001,Elmer Turnage
interview_0905_001,Elmer Turnage
interview_0906_001,Margaret Wilkinson
interview_0907_001,Rose D. Workman
interview_0908_001,Rose D. Workman
interview_0909_001,Rose D. Workman
interview_0910_001,Rose D. Workman
interview_0911_001,Rose D. Workman
interview_0912_001,Rose D. Workman
interview_0913_001,Rose D. Workman
interview_0914_001,Rose D. Workman
interview_0915_001,Rose D. Workman
interview_0916_001,Robert V. Williams
interview_0917_001,Robert V. Williams
interview_0918_001,Robert V. Williams
interview_0919_001,Robert V. Williams
interview_0920_001,Robert V. Williams
interview_0921_001,Phoebe Faucette
interview_0922_001,Phoebe Faucette
interview_0923_001,Phoebe Faucette
interview_0924_001,G. P. Smith
interview_0925_001,Lucy G. Platt
interview_0929_001,James Aswell
interview_0930_001,James Aswell
interview_0931_001,James Aswell
interview_0932_001,L. Agee
interview_0933_001,Ruth Clark
interview_0934_001,Ruth Clark
interview_0935_001,Ruth Clark
interview_0936_001,Ruth Clark
interview_0937_001,Ruth Clark
interview_0938_001,Ruth Clark
interview_0939_001,Ruth Clark
interview_0940_001,Ruth Clark
interview_0941_001,Ruth Clark
interview_0942_001,Ruth Clark
interview_0943_001,Ruth Clark
interview_0945_001,Jeannette Edwards
interview_0946_001,Ruth Foster
interview_0947_001,Ray R. Humphries
interview_0948_001,Lillian Love
interview_0949_001,Lillian Love
interview_0950_001,Lillian Love
interview_0951_001,Lillian Love
interview_0952_001,E. E. Miller
interview_0953_001,W. M.
interview_0954_001,Dean Newman
interview_0955_001,Dean Newman
interview_0956_001,Dean Newman
interview_0957_001,Dean Newman
interview_0958_001,Dean Newman
interview_0959_001,Dean Newman
interview_0960_001,Nellie Gray Toler
interview_0961_001,Nellie Gray Toler
interview_0962_001,Nellie Gray Toler
interview_0963_001,Nellie Gray Toler
interview_0964_001,Nellie Gray Toler
interview_0965_001,Nellie Gray Toler
interview_0966_001,Nellie Gray Toler
interview_0967_001,Nellie Gray Toler
interview_0968_001,Nellie Gray Toler
interview_0969_001,Nellie Gray Toler
interview_0970_001,Nellie Gray Toler
interview_0971_001,Nellie Gray Toler
interview_0972_001,Nellie Gray Toler
interview_0973_001,Nellie Gray Toler
interview_0974_001,Nellie Gray Toler
interview_0975_001,Della Yoe
interview_0976_001,Della Yoe
interview_0977_001,Della Yoe
interview_0978_001,Della Yoe
interview_0979_001,Della Yoe
interview_0980_001,Della Yoe
interview_0981_001,Della Yoe
interview_0982_001,Della Yoe
interview_0983_001,Della Yoe
interview_0984_001,Della Yoe
interview_0985_001,Della Yoe
interview_0986_001,Anne Davidson
interview_0987_001,Margaret Jeffries
interview_0988_001,Pearl Morrissett
interview_0989_001,Pearl Morrissett
interview_0990_001,Essie Smith
interview_0991_001,Mary S. Venable
interview_0993_001,Kate Warren Hayden
interview_0995_001,Benjamin D. Baker
interview_0996_001,Rhussus L. Perry
interview_0996_010,Susie R. O'Brien
interview_0996_018,Annie L. Bowman
interview_0997_001,Rose Shepherd
interview_0998_001,Rose Shepherd
interview_0998_007,Rose Shepherd
interview_0998_010,Rose Shepherd
interview_0999_001,Rose Shepherd
interview_0999_006,Rose Shepherd
interview_0999_025,Rose Shepherd
interview_1000_001,Rose Shepherd
interview_1000_008,Rose Shepherd
interview_1000_015,Rose Shepherd
interview_1001_001,Rose Shepherd
interview_1001_003,Rose Shepherd
interview_1001_006,Rose Shepherd
interview_1001_009,Rose Shepherd
interview_1001_013,Rose Shepherd
interview_1002_001,Rose Shepherd
interview_1002_028,Rose Shepherd
interview_1002_034,Rose Shepherd
interview_1002_041,Rose Shepherd
interview_1003_001,Rose Shepherd
interview_1003_005,Rose Shepherd
interview_1004_001,Rose Shepherd
interview_1004_004,Rose Shepherd
interview_1004_007,Rose Shepherd
interview_1004_010,Rose Shepherd
interview_1004_026,Rose Shepherd
interview_1005_001,Rose Shepherd
interview_1005_010,Rose Shepherd
interview_1006_001,Rose Shepherd
interview_1006_014,Rose Shepherd
interview_1007_001,Rose Shepherd
interview_1007_004,Rose Shepherd
interview_1008_001,Rose Shepherd
interview_1008_004,Rose Shepherd
interview_1008_014,Lillian Steadman
interview_1009_001,Susan Clark
interview_1009_014,Susan Clark
interview_1009_020,Susan Clark
interview_1010_001,Cora Mae Taylor
interview_1010_015,Mabel B. Francis
interview_1010_029,Mabel B. Francis
interview_1011_001,Cora Mae Taylor
interview_1011_010,Cora Mae Taylor
interview_1011_017,Cora Mae Taylor
interview_1012_001,Cora Mae Taylor
interview_1012_012,Cora Mae Taylor
interview_1012_022,Cora Mae Taylor
interview_1012_031,Cora Mae Taylor
interview_1013_001,Bertha R. Comstock
interview_1013_011,Barbara Berry Dorsey
interview_1013_025,Barbara Berry Dorsey
interview_1013_033,Barbara Berry Dorsey
interview_1013_047,Barbara Berry Dorsey
interview_1013_057,Barbara Berry Dorsey
interview_1014_001,Elvira E. Burnell
interview_1014_027,Gladys Buck
interview_1014_033,Elvira E. Burnell
interview_1015_001,Veronica E. Huss
interview_1015_008,Walter A. DeLamater
interview_1015_022,Walter A. DeLamater
interview_1016_001,Alberta Johnson
interview_1016_008,Alberta Johnson
interview_1017_001,Rose Shepherd
interview_1017_010,Rose Shepherd
interview_1017_026,Dorothy Wood
interview_1017_038,Alberta Johnson
interview_1017_044,Rose Shepherd
interview_1018_001,Carry Fowler
interview_1018_009,Carry Fowler
interview_1019_001,Sadie B. Hornsby
interview_1020_001,Grace McCune
interview_1020_009,Grace McCune
interview_1021_001,Jeanne deLevigne Scott
interview_1021_011,Jeanne deLevigne Scott
interview_1021_023,Jeanne deLevigne Scott
interview_1021_032,Jeanne deLevigne Scott
interview_1022_001,Jeanne deLevigne Scott
interview_1022_056,Jeanne deLevigne Scott
interview_1022_061,Jeanne deLevigne Scott
interview_1023_001,Robert McKinney
interview_1023_010,Robert McKinney
interview_1023_019,Robert McKinney
interview_1023_025,Robert McKinney
interview_1023_032,Robert McKinney
interview_1024_001,Robert McKinney
interview_1024_005,Robert McKinney
interview_1024_020,Robert McKinney
interview_1024_032,Robert McKinney
interview_1025_001,Robert McKinney
interview_1025_012,Robert McKinney
interview_1025_025,Robert McKinney
interview_1026_001,Robert McKinney
interview_1026_007,Robert McKinney
interview_1026_010,Robert McKinney
interview_1027_001,Ida L. Moore
interview_1027_007,Ida L. Moore
interview_1027_014,Ida L. Moore
interview_1027_023,Ida L. Moore
interview_1027_031,Ida L. Moore
interview_1027_035,Ida L. Moore
interview_1027_041,Ida L. Moore
interview_1027_045,Ida L. Moore
interview_1027_054,Ida L. Moore
interview_1027_072,Ida L. Moore
interview_1027_077,Ida L. Moore
interview_1027_082,Ida L. Moore
interview_1027_093,Ida L. Moore
interview_1027_101,Ida L. Moore
interview_1027_112,Ida L. Moore
interview_1027_118,Ida L. Moore
interview_1028_001,William O. Foster
interview_1028_009,William O. Foster
interview_1028_018,William O. Foster
interview_1028_032,Bernice Kelly Harris
interview_1028_048,Bernice Kelly Harris
interview_1028_067,Luline L. Mabry
interview_1030_009,Douglas Carter
interview_1030_012,Douglas Carter
interview_1030_016,Douglas Carter
interview_1031_001,Dudley W. Crawford
interview_1031_013,Dudley W. Crawford
interview_1031_019,Dudley W. Crawford
interview_1031_025,Dudley W. Crawford
interview_1031_031,Dudley W. Crawford
interview_1031_036,Dudley W. Crawford
interview_1031_041,Dudley W. Crawford
interview_1031_047,Frank B. Rupert
interview_1031_051,Frank B. Rupert
interview_1031_054,Frank B. Rupert
interview_1031_056,Frank B. Rupert
interview_1031_059,Frank B. Rupert
interview_1031_062,Frank B. Rupert
interview_1032_001,Robert W. Holmes
interview_1032_004,W. O. Saunders
interview_1032_006,W. O. Saunders
interview_1032_009,W. O. Saunders
interview_1032_023,W. O. Saunders
interview_1032_030,Joseph H. Speak
interview_1033_008,Mary A. Hicks
interview_1033_012,Mary A. Hicks
interview_1033_015,Mary A. Hicks
interview_1033_018,Mary A. Hicks
interview_1033_022,Mary A. Hicks
interview_1033_032,Mary A. Hicks
interview_1033_034,Mary A. Hicks
interview_1033_037,Mary A. Hicks
interview_1034_001,Frances L. Harriss
interview_1034_004,Frances L. Harriss
interview_1034_007,Frances L. Harriss
interview_1034_009,Frances L. Harriss
interview_1034_009,Lucille Edwards
interview_1034_012,Frances L. Harriss
interview_1034_012,Lucille Edwards
interview_1034_015,Frances L. Harriss
interview_1034_015,Maurice Haskett
interview_1034_020,Frances L. Harriss
interview_1034_020,Maurice Haskett
interview_1034_026,Frances L. Harriss
interview_1034_026,Grayson Peschau
interview_1034_028,Grayson Peschau
interview_1034_028,Maurice Haskett
interview_1034_031,Grayson Peschau
interview_1034_031,Maurice Haskett
interview_1034_035,Grayson Peschau
interview_1034_035,Maurice Haskett
interview_1035_001,Sidney F. Jones
interview_1036_001,F. Donald Atwell
interview_1036_012,F. Donald Atwell
interview_1036_018,F. Donald Atwell
interview_1036_028,F. Donald Atwell
interview_1037_001,L. E. Cogburn
interview_1037_015,L. E. Cogburn
interview_1038_001,Annie Ruth Davis
interview_1038_011,Annie Ruth Davis
interview_1038_027,Annie Ruth Davis
interview_1038_036,Annie Ruth Davis
interview_1038_049,Annie Ruth Davis
interview_1039_001,W. W. Dixon
interview_1039_009,W. W. Dixon
interview_1039_021,W. W. Dixon
interview_1039_031,W. W. Dixon
interview_1039_039,W. W. Dixon
interview_1040_001,John L. Dove
interview_1040_011,John L. Dove
interview_1040_022,John L. Dove
interview_1040_031,John L. Dove
interview_1040_042,John L. Dove
interview_1040_052,John L. Dove
interview_1040_069,John L. Dove
interview_1041_001,John P. Farmer
interview_1042_001,John P. Farmer
interview_1043_001,Lucile Clarke Ford
interview_1043_015,Lucile Clarke Ford
interview_1043_025,Lucile Clarke Ford
interview_1044_001,Ruth D. Henderson
interview_1044_018,Mattie T. Jones
interview_1044_030,Mattie T. Jones
interview_1044_038,Mattie T. Jones
interview_1044_057,Mattie T. Jones
interview_1044_072,Mattie T. Jones
interview_1044_083,Mattie T. Jones
interview_1045_001,Verner Lea
interview_1045_009,Verner Lea
interview_1045_016,Verner Lea
interview_1045_026,Verner Lea
interview_1045_037,Verner Lea
interview_1046_001,Muriel A. Mann
interview_1046_010,Muriel A. Mann
interview_1046_022,Chalmers S. Murray
interview_1046_039,Muriel A. Mann
interview_1047_001,Chalmers S. Murray
interview_1047_023,Stiles M. Scruggs
interview_1047_031,Stiles M. Scruggs
interview_1047_038,D. A. Russell
interview_1047_046,D. A. Russell
interview_1048_001,Stiles M. Scruggs
interview_1048_009,Stiles M. Scruggs
interview_1048_016,Stiles M. Scruggs
interview_1048_028,Stiles M. Scruggs
interview_1048_038,Stiles M. Scruggs
interview_1049_001,Helen Shuler
interview_1049_007,Helen Shuler
interview_1049_019,Helen Shuler
interview_1049_027,Helen Shuler
interview_1049_033,Helen Shuler
interview_1050_001,Caldwell Sims
interview_1050_005,Caldwell Sims
interview_1050_017,Caldwell Sims
interview_1050_027,Bess Long Wilburn
interview_1050_027,Caldwell Sims
interview_1051_001,G. Leland Summer
interview_1051_006,G. Leland Summer
interview_1051_014,G. Leland Summer
interview_1051_020,G. Leland Summer
interview_1051_029,G. Leland Summer
interview_1051_037,G. Leland Summer
interview_1052_001,Charles A. Von Ohsen
interview_1052_007,Charles A. Von Ohsen
interview_1052_014,Charles A. Von Ohsen
interview_1053_001,Robert V. Williams
interview_1053_008,Margaret Wilkinson
interview_1054_001,W. W. Dixon
interview_1054_008,W. W. Dixon
interview_1054_014,W. W. Dixon
interview_1054_021,W. W. Dixon
interview_1054_025,W. W. Dixon
interview_1054_031,W. W. Dixon
interview_1054_035,W. W. Dixon
interview_1054_040,W. W. Dixon
interview_1054_053,W. W. Dixon
interview_1055_001,W. W. Dixon
interview_1055_007,W. W. Dixon
interview_1055_012,W. W. Dixon
interview_1055_017,W. W. Dixon
